# Program:featureCounts v1.6.4; Command:"featureCounts" "-M" "-O" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/3126.1.all.q/genomes/tb927_6/tb927_6.gtf" "-o" "/tmp/3126.1.all.q/P1C/counts.txt" "/tmp/3126.1.all.q/P1C/P1Csorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/3126.1.all.q/P1C/P1Csorted.bam
Tb927.8.2880	Tb927_08_v5.1	871639	876199	-	4561	5416
Tb927.8.2890	Tb927_08_v5.1	877266	881560	+	4295	6032
Tb927.8.2900	Tb927_08_v5.1	881054	882552	+	1499	3513
Tb927.8.2910	Tb927_08_v5.1	882700	884542	+	1843	7249
Tb927.8.2920	Tb927_08_v5.1	884672	886562	+	1891	5551
Tb927.8.2930	Tb927_08_v5.1	886692	888582	+	1891	7589
Tb927.8.2940	Tb927_08_v5.1	888712	890063	+	1352	5037
Tb927.8.2950	Tb927_08_v5.1	890660	892135	+	1476	3708
Tb927.8.2960	Tb927_08_v5.1	892457	895249	+	2793	6830
Tb927.8.2970	Tb927_08_v5.1	895680	896648	+	969	4523
Tb927.8.2980	Tb927_08_v5.1	898038	899291	+	1254	3315
Tb927.8.2990	Tb927_08_v5.1	899534	900554	+	1021	3566
Tb927.8.3000	Tb927_08_v5.1	900877	903219	+	2343	5685
Tb927.8.3010	Tb927_08_v5.1	903367	905676	+	2310	5607
Tb927.8.3020	Tb927_08_v5.1	907271	914486	+	7216	20369
Tb927.8.3040	Tb927_08_v5.1	915592	916338	+	747	1921
Tb927.8.3050	Tb927_08_v5.1	917060	918842	+	1783	5649
Tb927.8.3060	Tb927_08_v5.1	919791	921969	+	2179	13292
Tb927.8.3070	Tb927_08_v5.1	923165	923784	+	620	1767
Tb927.8.3080	Tb927_08_v5.1	923893	928177	+	4285	8111
Tb927.8.3090	Tb927_08_v5.1	928316	928903	+	588	2492
Tb927.8.3100	Tb927_08_v5.1	929023	931414	+	2392	19827
Tb927.8.3110	Tb927_08_v5.1	932081	933421	+	1341	2293
Tb927.8.3120	Tb927_08_v5.1	933670	934249	+	580	1015
Tb927.8.3130	Tb927_08_v5.1	934396	935861	+	1466	2752
Tb927.8.3140	Tb927_08_v5.1	936145	937388	+	1244	3634
Tb927.8.3150	Tb927_08_v5.1	937529	939999	+	2471	31751
Tb927.8.3160	Tb927_08_v5.1	940827	942770	+	1944	3942
Tb927.8.3170	Tb927_08_v5.1	942887	945326	+	2440	7258
Tb927.8.3180	Tb927_08_v5.1	946020	950296	+	4277	8263
Tb927.8.3190	Tb927_08_v5.1	950123	951294	+	1172	2212
Tb927.8.3200	Tb927_08_v5.1	952046	956786	+	4741	9211
Tb927.8.3210	Tb927_08_v5.1	957648	958463	+	816	2424
Tb927.8.3220	Tb927_08_v5.1	958592	961483	+	2892	7557
Tb927.8.3230	Tb927_08_v5.1	962801	964670	+	1870	4674
Tb927.8.3240	Tb927_08_v5.1	965524	966752	+	1229	3894
Tb927.8.3250	Tb927_08_v5.1	966984	981752	+	14769	30745
Tb927.8.3260	Tb927_08_v5.1	982183	983490	+	1308	1821
Tb927.8.3270	Tb927_08_v5.1	983405	984190	+	786	1818
Tb927.8.3280	Tb927_08_v5.1	984411	985998	+	1588	4102
Tb927.8.3290	Tb927_08_v5.1	986144	992324	+	6181	14110
Tb927.8.3300	Tb927_08_v5.1	992460	994554	+	2095	5672
Tb927.8.3310	Tb927_08_v5.1	994927	996965	+	2039	4235
Tb927.8.3320	Tb927_08_v5.1	997379	998882	+	1504	2277
Tb927.8.3330	Tb927_08_v5.1	999017	1000719	+	1703	3586
Tb927.8.3340	Tb927_08_v5.1	1000877	1002162	+	1286	3453
Tb927.8.3350	Tb927_08_v5.1	1003807	1007745	+	3939	4447
Tb927.8.3360	Tb927_08_v5.1	1007867	1008586	+	720	2011
Tb927.8.3370	Tb927_08_v5.1	1008745	1009828	+	1084	1879
Tb927.8.3380	Tb927_08_v5.1	1010068	1012000	+	1933	7827
Tb927.8.3390	Tb927_08_v5.1	1012116	1012992	+	877	1968
Tb927.8.3400	Tb927_08_v5.1	1013755	1015700	+	1946	2959
Tb927.8.3410	Tb927_08_v5.1	1016136	1020924	+	4789	4350
Tb927.8.3420	Tb927_08_v5.1	1023591	1024401	+	811	1649
Tb927.8.3430	Tb927_08_v5.1	1024623	1026506	+	1884	2341
Tb927.8.3440	Tb927_08_v5.1	1026699	1027402	+	704	2128
Tb927.8.3450	Tb927_08_v5.1	1027645	1028213	+	569	3980
Tb927.8.3460	Tb927_08_v5.1	1028680	1032263	+	3584	21311
Tb927.8.3470	Tb927_08_v5.1	1032399	1033518	+	1120	4983
Tb927.8.3480	Tb927_08_v5.1	1033628	1035616	+	1989	4327
Tb927.8.3490	Tb927_08_v5.1	1036853	1040120	+	3268	6942
Tb927.8.3500	Tb927_08_v5.1	1040310	1043317	+	3008	3261
Tb927.8.3510	Tb927_08_v5.1	1043446	1044492	+	1047	1083
Tb927.8.3520	Tb927_08_v5.1	1046889	1048728	+	1840	3200
Tb927.8.3521	Tb927_08_v5.1	1049850	1050154	+	305	353
Tb927.8.3523	Tb927_08_v5.1	1053326	1053397	-	72	1
Tb927.8.3526	Tb927_08_v5.1	1053540	1053611	+	72	3
Tb927.8.3530	Tb927_08_v5.1	1057219	1058646	-	1428	68743
Tb927.8.3540	Tb927_08_v5.1	1058779	1062883	-	4105	6807
Tb927.8.3550	Tb927_08_v5.1	1063078	1067745	-	4668	12358
Tb927.8.3560	Tb927_08_v5.1	1068708	1071969	-	3262	8899
Tb927.8.3570	Tb927_08_v5.1	1073820	1075990	-	2171	2502
Tb927.8.3580	Tb927_08_v5.1	1076641	1078261	-	1621	3457
Tb927.8.3590	Tb927_08_v5.1	1078979	1081204	-	2226	7904
Tb927.8.3600	Tb927_08_v5.1	1081372	1081911	-	540	1300
Tb927.8.3610	Tb927_08_v5.1	1082670	1084035	-	1366	3539
Tb927.8.3620	Tb927_08_v5.1	1084687	1087444	-	2758	9883
Tb927.8.3630	Tb927_08_v5.1	1088840	1090808	-	1969	6700
Tb927.8.3640	Tb927_08_v5.1	1090900	1092384	-	1485	6989
Tb927.8.3650	Tb927_08_v5.1	1092811	1095640	-	2830	9442
Tb927.8.3660	Tb927_08_v5.1	1095758	1099007	-	3250	10888
Tb927.8.3680	Tb927_08_v5.1	1099237	1102869	-	3633	12275
Tb927.8.3690	Tb927_08_v5.1	1104950	1106521	-	1572	5068
Tb927.8.3700	Tb927_08_v5.1	1106333	1112017	-	5685	8303
Tb927.8.3710	Tb927_08_v5.1	1112178	1115015	-	2838	8310
Tb927.8.3720	Tb927_08_v5.1	1114848	1116794	-	1947	10426
Tb927.8.3730	Tb927_08_v5.1	1117169	1118665	-	1497	5736
Tb927.8.3740	Tb927_08_v5.1	1118415	1119755	-	1341	3644
Tb927.8.3750	Tb927_08_v5.1	1120048	1122401	-	2354	24186
Tb927.8.3770	Tb927_08_v5.1	1122334	1125656	-	3323	15628
Tb927.8.3780	Tb927_08_v5.1	1126319	1127296	-	978	4702
Tb927.8.3790	Tb927_08_v5.1	1127411	1128678	-	1268	7455
Tb927.8.3800	Tb927_08_v5.1	1128820	1131277	-	2458	8338
Tb927.8.3810	Tb927_08_v5.1	1131445	1134388	-	2944	7460
Tb927.8.3820	Tb927_08_v5.1	1134779	1139104	-	4326	15195
Tb927.8.3830	Tb927_08_v5.1	1139273	1142237	-	2965	6030
Tb927.8.3840	Tb927_08_v5.1	1142361	1145732	-	3372	14911
Tb927.8.3850	Tb927_08_v5.1	1147084	1150324	-	3241	8648
Tb927.8.3860	Tb927_08_v5.1	1150423	1151824	-	1402	2476
Tb927.8.3870	Tb927_08_v5.1	1151890	1155753	-	3864	8075
Tb927.8.3880	Tb927_08_v5.1;Tb927_08_v5.1	1157195;1157195	1158440;1159616	-;-	2422	6891
Tb927.8.3890	Tb927_08_v5.1	1159755	1162242	-	2488	7615
Tb927.8.3900	Tb927_08_v5.1	1162882	1164214	-	1333	4695
Tb927.8.3910	Tb927_08_v5.1	1164485	1165531	-	1047	1066
Tb927.8.3920	Tb927_08_v5.1	1165659	1168666	-	3008	3475
Tb927.8.3930	Tb927_08_v5.1	1168776	1172000	-	3225	4927
Tb927.8.3940	Tb927_08_v5.1	1176781	1180114	-	3334	2660
Tb927.8.3950	Tb927_08_v5.1	1180246	1183025	-	2780	5540
Tb927.8.3960	Tb927_08_v5.1	1183149	1185347	-	2199	4594
Tb927.8.3970	Tb927_08_v5.1	1185389	1187153	-	1765	4746
Tb927.8.3980	Tb927_08_v5.1	1187352	1190098	-	2747	5558
Tb927.8.3990	Tb927_08_v5.1	1190781	1191683	-	903	6811
Tb927.8.4000	Tb927_08_v5.1;Tb927_08_v5.1	1191784;1191784	1193399;1194399	-;-	2616	9084
Tb927.8.4010	Tb927_08_v5.1	1196773	1198570	-	1798	4439
Tb927.8.4020	Tb927_08_v5.1	1198726	1199587	-	862	2600
Tb927.8.4030	Tb927_08_v5.1	1199747	1200400	-	654	1459
Tb927.8.4040	Tb927_08_v5.1	1200841	1202506	-	1666	3362
Tb927.8.4050	Tb927_08_v5.1	1202658	1205703	-	3046	5443
Tb927.8.4060	Tb927_08_v5.1	1205897	1208187	-	2291	21960
Tb927.8.4070	Tb927_08_v5.1	1208344	1209205	-	862	2747
Tb927.8.4080	Tb927_08_v5.1	1209317	1210018	-	702	1455
Tb927.8.4090	Tb927_08_v5.1	1210209	1212124	-	1916	3586
Tb927.8.4100	Tb927_08_v5.1	1212951	1215321	-	2371	4674
Tb927.8.4110	Tb927_08_v5.1	1215515	1217803	-	2289	19482
Tb927.8.4120	Tb927_08_v5.1	1217959	1218820	-	862	2746
Tb927.8.4130	Tb927_08_v5.1	1218980	1219630	-	651	1858
Tb927.8.4140	Tb927_08_v5.1	1219773	1221084	-	1312	4325
Tb927.8.4150	Tb927_08_v5.1	1221538	1222900	-	1363	9451
Tb927.8.4160	Tb927_08_v5.1	1223054	1227104	-	4051	10685
Tb927.8.4170	Tb927_08_v5.1	1227252	1230271	-	3020	5604
Tb927.8.4175	Tb927_08_v5.1	1230371	1231148	-	778	3213
Tb927.8.4180	Tb927_08_v5.1	1231300	1232063	-	764	2238
Tb927.8.4190	Tb927_08_v5.1	1232612	1236099	-	3488	18209
Tb927.8.4200	Tb927_08_v5.1	1238448	1245924	-	7477	2718
Tb927.8.4210	Tb927_08_v5.1	1248877	1250284	-	1408	3533
Tb927.8.4220	Tb927_08_v5.1	1250473	1251983	-	1511	18842
Tb927.8.4230	Tb927_08_v5.1	1252160	1256357	-	4198	10003
Tb927.8.4240	Tb927_08_v5.1	1257778	1262923	-	5146	6985
Tb927.8.4250	Tb927_08_v5.1	1263258	1264876	-	1619	3771
Tb927.8.4260	Tb927_08_v5.1	1266035	1268949	-	2915	4728
Tb927.8.4270	Tb927_08_v5.1	1269407	1271602	-	2196	10086
Tb927.8.4280	Tb927_08_v5.1	1271779	1272890	-	1112	9127
Tb927.8.4290	Tb927_08_v5.1	1272830	1274243	-	1414	3547
Tb927.8.4300	Tb927_08_v5.1	1274460	1276319	-	1860	2113
Tb927.8.4310	Tb927_08_v5.1	1276524	1279028	-	2505	3146
Tb927.8.4320	Tb927_08_v5.1	1279760	1284377	-	4618	10734
Tb927.8.4330	Tb927_08_v5.1	1285612	1287577	-	1966	21384
Tb927.8.4340	Tb927_08_v5.1	1287470	1290048	-	2579	8264
Tb927.8.4350	Tb927_08_v5.1	1291050	1294230	-	3181	3195
Tb927.8.4360	Tb927_08_v5.1	1296185	1300670	-	4486	7143
Tb927.8.4370	Tb927_08_v5.1	1302405	1305188	-	2784	5769
Tb927.8.4380	Tb927_08_v5.1	1306377	1306784	-	408	2768
Tb927.8.4390	Tb927_08_v5.1	1306914	1308814	-	1901	5525
Tb927.8.4400	Tb927_08_v5.1	1309018	1311544	-	2527	12640
Tb927.8.4410	Tb927_08_v5.1	1311690	1313361	-	1672	3194
Tb927.8.4420	Tb927_08_v5.1	1314334	1314901	-	568	2108
Tb927.8.4430	Tb927_08_v5.1	1315354	1316529	-	1176	30299
Tb927.8.4440	Tb927_08_v5.1	1317567	1318945	-	1379	4739
Tb927.8.4450	Tb927_08_v5.1	1319116	1320885	-	1770	7783
Tb927.8.4460	Tb927_08_v5.1	1321193	1324411	-	3219	8744
Tb927.8.4470	Tb927_08_v5.1;Tb927_08_v5.1	1324654;1324654	1325332;1325414	-;-	761	2736
Tb927.8.4480	Tb927_08_v5.1	1325629	1326793	-	1165	4046
Tb927.8.4490	Tb927_08_v5.1	1327356	1328630	-	1275	2239
Tb927.8.4500	Tb927_08_v5.1	1328765	1334535	-	5771	9823
Tb927.8.4510	Tb927_08_v5.1	1334676	1337572	-	2897	6227
Tb927.8.4520	Tb927_08_v5.1	1338497	1339298	-	802	7514
Tb927.8.4530	Tb927_08_v5.1	1339404	1341108	-	1705	3327
Tb927.8.4540	Tb927_08_v5.1	1346345	1349172	-	2828	10023
Tb927.8.4550	Tb927_08_v5.1	1349440	1350114	-	675	2626
Tb927.8.4560	Tb927_08_v5.1	1351074	1354860	-	3787	6554
Tb927.8.4570	Tb927_08_v5.1	1355017	1356795	-	1779	7745
Tb927.8.4580	Tb927_08_v5.1	1357004	1359085	-	2082	14859
Tb927.8.4590	Tb927_08_v5.1	1358963	1360104	-	1142	5949
Tb927.8.4600	Tb927_08_v5.1	1360215	1362017	-	1803	4117
Tb927.8.4610	Tb927_08_v5.1	1362138	1363454	-	1317	6229
Tb927.8.4620	Tb927_08_v5.1	1364444	1365387	-	944	3124
Tb927.8.4630	Tb927_08_v5.1	1365595	1366202	-	608	4509
Tb927.8.4640	Tb927_08_v5.1	1366318	1367885	-	1568	11119
Tb927.8.4650	Tb927_08_v5.1	1367995	1368649	-	655	2692
Tb927.8.4660	Tb927_08_v5.1	1368846	1372047	-	3202	4600
Tb927.8.4670	Tb927_08_v5.1	1372419	1374172	-	1754	5376
Tb927.8.4680	Tb927_08_v5.1	1374306	1375582	-	1277	5685
Tb927.8.4690	Tb927_08_v5.1	1375776	1376948	-	1173	4634
Tb927.8.4695	Tb927_08_v5.1	1377090	1377526	-	437	1635
Tb927.8.4700	Tb927_08_v5.1	1378393	1381585	-	3193	6215
Tb927.8.4710	Tb927_08_v5.1	1383120	1384566	-	1447	2163
Tb927.8.4720	Tb927_08_v5.1	1384711	1387549	-	2839	4556
Tb927.8.4730	Tb927_08_v5.1	1387684	1390532	-	2849	3869
Tb927.8.4740	Tb927_08_v5.1	1390667	1393514	-	2848	4577
Tb927.8.4750	Tb927_08_v5.1	1393649	1396213	-	2565	4127
Tb927.8.4760	Tb927_08_v5.1;Tb927_08_v5.1	1396417;1396417	1397156;1398072	-;-	1656	3364
Tb927.8.4770	Tb927_08_v5.1	1403343	1404288	-	946	3171
Tb927.8.4780	Tb927_08_v5.1	1404852	1417416	-	12565	27783
Tb927.8.4790	Tb927_08_v5.1	1417546	1418959	-	1414	1960
Tb927.8.4800	Tb927_08_v5.1	1419244	1420505	-	1262	4235
Tb927.8.4810	Tb927_08_v5.1	1420688	1421813	-	1126	6686
Tb927.8.4820	Tb927_08_v5.1	1421915	1424477	-	2563	9078
Tb927.8.4830	Tb927_08_v5.1	1424810	1425646	-	837	2126
Tb927.8.4840	Tb927_08_v5.1	1425784	1429488	-	3705	8255
Tb927.8.4850	Tb927_08_v5.1	1429657	1430756	-	1100	2632
Tb927.8.4860	Tb927_08_v5.1	1430923	1433034	-	2112	4818
Tb927.8.4870	Tb927_08_v5.1	1433185	1437153	-	3969	13093
Tb927.8.4880	Tb927_08_v5.1	1437486	1441527	-	4042	9746
Tb927.8.4890	Tb927_08_v5.1	1441654	1443256	-	1603	16670
Tb927.8.4895	Tb927_08_v5.1	1450508	1451928	+	1421	2687
Tb927.8.4900	Tb927_08_v5.1	1451476	1455473	+	3998	6553
Tb927.8.4910	Tb927_08_v5.1	1455605	1456104	+	500	3228
Tb927.8.4920	Tb927_08_v5.1	1456263	1458674	+	2412	4846
Tb927.8.4930	Tb927_08_v5.1	1458866	1460096	+	1231	4981
Tb927.8.4940	Tb927_08_v5.1	1460323	1462238	+	1916	5331
Tb927.8.4950	Tb927_08_v5.1	1463261	1467903	+	4643	5137
Tb927.8.4960	Tb927_08_v5.1	1469613	1474602	+	4990	6826
Tb927.8.4970	Tb927_08_v5.1	1474765	1476763	+	1999	27596
Tb927.8.4980	Tb927_08_v5.1	1476908	1478917	+	2010	27104
Tb927.8.4990	Tb927_08_v5.1	1479062	1480928	+	1867	26955
Tb927.8.5000	Tb927_08_v5.1	1481216	1483225	+	2010	27683
Tb927.8.5010	Tb927_08_v5.1	1483370	1485373	+	2004	26721
Tb927.8.5020	Tb927_08_v5.1	1486226	1488214	+	1989	6728
Tb927.8.5030	Tb927_08_v5.1	1488323	1488988	+	666	3141
Tb927.8.5040	Tb927_08_v5.1	1489391	1490840	+	1450	3233
Tb927.8.5050	Tb927_08_v5.1	1491031	1495547	+	4517	7932
Tb927.8.5060	Tb927_08_v5.1	1495866	1496635	+	770	2288
Tb927.8.5070	Tb927_08_v5.1	1497502	1498602	+	1101	11916
Tb927.8.5080	Tb927_08_v5.1	1498702	1502336	+	3635	11847
Tb927.8.5090	Tb927_08_v5.1	1502444	1508604	+	6161	15683
Tb927.8.5100	Tb927_08_v5.1	1508989	1517783	+	8795	14529
Tb927.8.5110	Tb927_08_v5.1	1518170	1524300	+	6131	2888
Tb927.8.5120	Tb927_08_v5.1	1526913	1528646	+	1734	21339
Tb927.8.5130	Tb927_08_v5.1	1529446	1531424	+	1979	4897
Tb927.8.5140	Tb927_08_v5.1	1531814	1534527	+	2714	9955
Tb927.8.5150	Tb927_08_v5.1	1534976	1535405	+	430	2882
Tb927.8.5160	Tb927_08_v5.1	1535905	1541508	+	5604	8144
Tb927.8.5170	Tb927_08_v5.1	1541687	1546096	+	4410	8832
Tb927.8.5180	Tb927_08_v5.1	1546221	1547088	+	868	2387
Tb927.8.5190	Tb927_08_v5.1	1547169	1548699	+	1531	2222
Tb927.8.5200	Tb927_08_v5.1	1549441	1555421	+	5981	15218
Tb927.8.5210	Tb927_08_v5.1	1555578	1559174	+	3597	7045
Tb927.8.5220	Tb927_08_v5.1	1559468	1562983	+	3516	9757
Tb927.8.5230	Tb927_08_v5.1	1563327	1564491	+	1165	5175
Tb927.8.5240	Tb927_08_v5.1	1564608	1568841	+	4234	11392
Tb927.8.5250	Tb927_08_v5.1	1568995	1570821	+	1827	12170
Tb927.8.5260	Tb927_08_v5.1	1571552	1572095	+	544	47729
Tb927.8.5270	Tb927_08_v5.1	1572238	1573251	+	1014	3461
Tb927.8.5280	Tb927_08_v5.1	1573734	1575151	+	1418	8067
Tb927.8.5290	Tb927_08_v5.1	1575271	1577200	+	1930	5613
Tb927.8.5300	Tb927_08_v5.1	1577686	1579639	+	1954	5630
Tb927.8.5310	Tb927_08_v5.1	1581544	1582936	+	1393	4757
Tb927.8.5320	Tb927_08_v5.1	1583661	1584179	+	519	2769
Tb927.8.5330	Tb927_08_v5.1	1584356	1585141	+	786	5060
Tb927.8.5340	Tb927_08_v5.1	1585572	1587465	+	1894	115
Tb927.8.5345	Tb927_08_v5.1	1587504	1587575	+	72	17
Tb927.8.5350	Tb927_08_v5.1	1589233	1591294	-	2062	1110
Tb927.8.5360	Tb927_08_v5.1	1592618	1593035	-	418	442
Tb927.8.5370	Tb927_08_v5.1	1593473	1595023	-	1551	2824
Tb927.8.5380	Tb927_08_v5.1	1595368	1595795	-	428	3800
Tb927.8.5390	Tb927_08_v5.1	1596786	1598361	-	1576	1636
Tb927.8.5400	Tb927_08_v5.1	1599150	1601982	-	2833	4176
Tb927.8.5410	Tb927_08_v5.1	1602103	1605849	-	3747	7047
Tb927.8.5420	Tb927_08_v5.1	1606120	1607378	-	1259	3231
Tb927.8.5430	Tb927_08_v5.1	1607513	1608351	-	839	1887
Tb927.8.5440	Tb927_08_v5.1	1613114	1614440	+	1327	11760
Tb927.8.5450	Tb927_08_v5.1	1614587	1617268	+	2682	18485
Tb927.8.5460	Tb927_08_v5.1	1617357	1618616	+	1260	15793
Tb927.8.5465	Tb927_08_v5.1	1618949	1619807	+	859	10702
Tb927.8.5470	Tb927_08_v5.1	1619974	1621391	+	1418	16305
Tb927.8.5480	Tb927_08_v5.1	1622863	1624660	+	1798	6743
Tb927.8.5490	Tb927_08_v5.1	1624789	1627063	+	2275	7338
Tb927.8.5500	Tb927_08_v5.1	1627256	1630150	+	2895	7569
Tb927.8.5510	Tb927_08_v5.1	1630555	1632976	+	2422	6806
Tb927.8.5520	Tb927_08_v5.1	1633118	1633761	+	644	2952
Tb927.8.5530	Tb927_08_v5.1	1633929	1635350	+	1422	5218
Tb927.8.5540	Tb927_08_v5.1	1635483	1636465	+	983	3275
Tb927.8.5550	Tb927_08_v5.1	1637072	1638261	+	1190	2076
Tb927.8.5560	Tb927_08_v5.1	1638632	1640521	+	1890	5682
Tb927.8.5570	Tb927_08_v5.1	1640705	1642936	+	2232	10420
Tb927.8.5580	Tb927_08_v5.1	1643234	1658481	+	15248	13391
Tb927.8.5590	Tb927_08_v5.1	1660953	1662750	+	1798	5400
Tb927.8.5600	Tb927_08_v5.1	1662882	1664988	+	2107	13161
Tb927.8.5610	Tb927_08_v5.1;Tb927_08_v5.1	1664806;1665117	1666707;1666707	+;+	1902	4902
Tb927.8.5620	Tb927_08_v5.1	1666848	1671138	+	4291	7912
Tb927.8.5630	Tb927_08_v5.1	1672928	1675161	+	2234	6640
Tb927.8.5640	Tb927_08_v5.1	1675290	1676653	+	1364	7135
Tb927.8.5650	Tb927_08_v5.1	1677293	1680329	+	3037	9994
Tb927.8.5660	Tb927_08_v5.1	1680458	1681173	+	716	2758
Tb927.8.5670	Tb927_08_v5.1	1681332	1682044	+	713	1685
Tb927.8.5680	Tb927_08_v5.1	1682619	1684545	+	1927	5711
Tb927.8.5690	Tb927_08_v5.1	1685027	1686187	+	1161	2425
Tb927.8.5700	Tb927_08_v5.1	1686379	1687631	+	1253	3175
Tb927.8.5710	Tb927_08_v5.1	1688580	1691349	+	2770	4833
Tb927.8.5720	Tb927_08_v5.1	1693548	1695138	+	1591	5088
Tb927.8.5730	Tb927_08_v5.1	1695529	1697068	+	1540	4014
Tb927.8.5740	Tb927_08_v5.1	1697414	1698126	+	713	1099
Tb927.8.5750	Tb927_08_v5.1	1698529	1701764	+	3236	7342
Tb927.8.5760	Tb927_08_v5.1	1701495	1704564	+	3070	25136
Tb927.8.5770	Tb927_08_v5.1	1704715	1707010	+	2296	5078
Tb927.8.5780	Tb927_08_v5.1	1707145	1708311	+	1167	6226
Tb927.8.5790	Tb927_08_v5.1	1708629	1709832	+	1204	9129
Tb927.8.5800	Tb927_08_v5.1	1710007	1710485	+	479	1065
Tb927.8.5810	Tb927_08_v5.1	1710867	1711750	+	884	3321
Tb927.8.5820	Tb927_08_v5.1	1712147	1713440	+	1294	3713
Tb927.8.5830	Tb927_08_v5.1	1713568	1714812	+	1245	5122
Tb927.8.5840	Tb927_08_v5.1	1715157	1715849	+	693	2109
Tb927.8.5850	Tb927_08_v5.1	1715967	1728797	+	12831	15778
Tb927.8.5860	Tb927_08_v5.1	1729268	1730320	+	1053	2700
Tb927.8.5870	Tb927_08_v5.1	1730422	1732057	+	1636	5816
Tb927.8.5880	Tb927_08_v5.1	1732327	1732987	+	661	10421
Tb927.8.5890	Tb927_08_v5.1	1734270	1735071	+	802	2340
Tb927.8.5900	Tb927_08_v5.1	1735229	1736030	+	802	3359
Tb927.8.5910	Tb927_08_v5.1	1736146	1737091	+	946	3695
Tb927.8.5920	Tb927_08_v5.1	1737532	1738266	+	735	69
Tb927.8.5930	Tb927_08_v5.1	1738424	1742303	+	3880	2258
Tb927.8.5940	Tb927_08_v5.1	1742397	1743847	+	1451	3527
Tb927.8.5950	Tb927_08_v5.1	1745439	1746529	+	1091	2526
Tb927.8.5960	Tb927_08_v5.1	1746892	1748379	+	1488	5606
Tb927.8.5970	Tb927_08_v5.1	1748485	1750724	+	2240	5793
Tb927.8.5980	Tb927_08_v5.1	1751033	1753449	+	2417	4907
Tb927.8.5990	Tb927_08_v5.1	1753941	1755717	+	1777	4717
Tb927.8.6000	Tb927_08_v5.1	1755814	1757980	+	2167	40263
Tb927.8.6010	Tb927_08_v5.1	1758706	1760036	+	1331	3950
Tb927.8.6020	Tb927_08_v5.1	1760211	1761366	+	1156	5984
Tb927.8.6030	Tb927_08_v5.1	1761646	1762233	+	588	42426
Tb927.8.6033	Tb927_08_v5.1	1762422	1762784	+	363	10631
Tb927.8.6036	Tb927_08_v5.1	1762969	1763289	+	321	14059
Tb927.8.6038	Tb927_08_v5.1	1763479	1764037	+	559	36557
Tb927.8.6040	Tb927_08_v5.1	1764166	1764977	+	812	3359
Tb927.8.6050	Tb927_08_v5.1	1765141	1765953	+	813	3181
Tb927.8.6060	Tb927_08_v5.1	1766255	1768078	+	1824	14054
Tb927.8.6070	Tb927_08_v5.1	1768547	1774148	+	5602	11544
Tb927.8.6080	Tb927_08_v5.1	1774291	1775418	+	1128	2266
Tb927.8.6090	Tb927_08_v5.1	1777717	1780428	+	2712	9802
Tb927.8.6100	Tb927_08_v5.1	1780800	1784921	+	4122	14416
Tb927.8.6110	Tb927_08_v5.1	1785268	1787844	+	2577	23443
Tb927.8.6120	Tb927_08_v5.1	1788005	1789205	+	1201	4779
Tb927.8.6130	Tb927_08_v5.1	1789378	1790845	+	1468	5117
Tb927.8.6140	Tb927_08_v5.1	1790740	1792741	+	2002	5450
Tb8.NT.97	Tb927_08_v5.1	1795248	1795471	+	224	139
Tb927.8.6150	Tb927_08_v5.1	1795582	1796352	+	771	50124
Tb927.8.6160	Tb927_08_v5.1	1796598	1797355	+	758	45436
Tb927.8.6170	Tb927_08_v5.1	1797566	1800456	+	2891	7989
Tb927.8.6180	Tb927_08_v5.1	1800733	1801390	+	658	45563
Tb927.8.6190	Tb927_08_v5.1	1801588	1802670	+	1083	2977
Tb927.8.6200	Tb927_08_v5.1	1802754	1807323	+	4570	11051
Tb927.8.6210	Tb927_08_v5.1	1807451	1810439	+	2989	8557
Tb927.8.6220	Tb927_08_v5.1	1810896	1812745	+	1850	5817
Tb927.8.6230	Tb927_08_v5.1	1812846	1814283	+	1438	8693
Tb927.8.6240	Tb927_08_v5.1	1814207	1815148	+	942	14957
Tb927.8.6250	Tb927_08_v5.1	1816739	1819262	+	2524	7902
Tb927.8.6260	Tb927_08_v5.1	1819506	1822482	+	2977	7229
Tb927.8.6270	Tb927_08_v5.1	1822829	1824698	+	1870	8257
Tb927.8.6280	Tb927_08_v5.1	1825043	1825798	+	756	1460
Tb927.8.6290	Tb927_08_v5.1	1826002	1827634	+	1633	5390
Tb927.8.6300	Tb927_08_v5.1	1827735	1829732	+	1998	7618
Tb927.8.6310	Tb927_08_v5.1	1830043	1830620	+	578	1146
Tb927.8.6320	Tb927_08_v5.1	1830792	1832524	+	1733	3195
Tb927.8.6330	Tb927_08_v5.1	1832463	1835819	+	3357	13269
Tb927.8.6340	Tb927_08_v5.1	1835930	1840202	+	4273	2356
Tb927.8.6350	Tb927_08_v5.1	1841257	1846876	+	5620	4807
Tb927.8.6360	Tb927_08_v5.1	1846783	1850425	+	3643	8079
Tb927.8.6370	Tb927_08_v5.1	1850583	1852321	+	1739	2583
Tb927.8.6380	Tb927_08_v5.1	1854181	1855443	+	1263	3494
Tb927.8.6390	Tb927_08_v5.1	1855721	1857075	+	1355	20545
Tb927.8.6400	Tb927_08_v5.1	1857212	1858194	+	983	2313
Tb927.8.6410	Tb927_08_v5.1	1858315	1859949	+	1635	3671
Tb927.8.6420	Tb927_08_v5.1	1860236	1862071	+	1836	5015
